color,file,item,gesture,actor,story,clip within story,NA/NF/audio,list,condition
purple,66_NG_MY_XX_10_NF.ogv,66,NG,MY,XX,10,NF,5,D
purple,67_G_MY_Hood_1_NA.ogv,67,G,MY,Hood,1,NA,5,A
purple,67_G_MY_Hood_1_NF.ogv,67,G,MY,Hood,1,NF,1,B
purple,67_G_MY_Hood_1.ogg,67,G,MY,Hood,1,audio,2,E
purple,67_NG_MY_XX_11_NA.ogv,67,NG,MY,XX,11,NA,3,C
purple,67_NG_MY_XX_11_NF.ogv,67,NG,MY,XX,11,NF,4,D
purple,68_G_MY_Hood_2_NA.ogv,68,G,MY,Hood,2,NA,4,A
purple,68_G_MY_Hood_2_NF.ogv,68,G,MY,Hood,2,NF,5,B
purple,68_G_MY_Hood_2.ogg,68,G,MY,Hood,2,audio,1,E
purple,68_NG_MY_XX_12_NA.ogv,68,NG,MY,XX,12,NA,2,C
purple,68_NG_MY_XX_12_NF.ogv,68,NG,MY,XX,12,NF,3,D
purple,69_G_MY_Hood_3_NA.ogv,69,G,MY,Hood,3,NA,3,A
purple,69_G_MY_Hood_3_NF.ogv,69,G,MY,Hood,3,NF,4,B
purple,69_G_MY_Hood_3.ogg,69,G,MY,Hood,3,audio,5,E
purple,69_NG_MY_XX_13_NA.ogv,69,NG,MY,XX,13,NA,1,C
purple,69_NG_MY_XX_13_NF.ogv,69,NG,MY,XX,13,NF,2,D
purple,70_G_MY_Hood_4_NA.ogv,70,G,MY,Hood,4,NA,2,A
purple,70_G_MY_Hood_4_NF.ogv,70,G,MY,Hood,4,NF,3,B
purple,70_G_MY_Hood_4.ogg,70,G,MY,Hood,4,audio,4,E
purple,70_NG_MY_XX_14_NA.ogv,70,NG,MY,XX,14,NA,5,C
purple,70_NG_MY_XX_14_NF.ogv,70,NG,MY,XX,14,NF,1,D
purple,71_G_MY_Mother_1_NA.ogv,71,G,MY,Mother,1,NA,1,A
purple,71_G_MY_Mother_1_NF.ogv,71,G,MY,Mother,1,NF,2,B
purple,71_G_MY_Mother_1.ogg,71,G,MY,Mother,1,audio,3,E
purple,71_NG_MY_XX_15_NA.ogv,71,NG,MY,XX,15,NA,4,C
purple,71_NG_MY_XX_15_NF.ogv,71,NG,MY,XX,15,NF,5,D
purple,72_G_MY_Mother_2_NA.ogv,72,G,MY,Mother,2,NA,5,A
purple,72_G_MY_Mother_2_NF.ogv,72,G,MY,Mother,2,NF,1,B
purple,72_G_MY_Mother_2.ogg,72,G,MY,Mother,2,audio,2,E
purple,72_NG_MY_XX_16_NA.ogv,72,NG,MY,XX,16,NA,3,C
purple,72_NG_MY_XX_16_NF.ogv,72,NG,MY,XX,16,NF,4,D
purple,73_G_MY_Mother_3_NA.ogv,73,G,MY,Mother,3,NA,4,A
purple,73_G_MY_Mother_3_NF.ogv,73,G,MY,Mother,3,NF,5,B
purple,73_G_MY_Mother_3.ogg,73,G,MY,Mother,3,audio,1,E
purple,73_NG_MY_XX_17_NA.ogv,73,NG,MY,XX,17,NA,2,C
purple,73_NG_MY_XX_17_NF.ogv,73,NG,MY,XX,17,NF,3,D
purple,74_G_MY_Mother_4_NA.ogv,74,G,MY,Mother,4,NA,3,A
purple,74_G_MY_Mother_4_NF.ogv,74,G,MY,Mother,4,NF,4,B
purple,74_G_MY_Mother_4.ogg,74,G,MY,Mother,4,audio,5,E
purple,74_NG_MY_XX_18_NA.ogv,74,NG,MY,XX,18,NA,1,C
purple,74_NG_MY_XX_18_NF.ogv,74,NG,MY,XX,18,NF,2,D
purple,75_G_MY_Mother_5_NA.ogv,75,G,MY,Mother,5,NA,2,A
purple,75_G_MY_Mother_5_NF.ogv,75,G,MY,Mother,5,NF,3,B
purple,75_G_MY_Mother_5.ogg,75,G,MY,Mother,5,audio,4,E
purple,75_NG_MY_XX_19_NA.ogv,75,NG,MY,XX,19,NA,5,C
purple,75_NG_MY_XX_19_NF.ogv,75,NG,MY,XX,19,NF,1,D
red,76_G_ST_Bee_1_NA.ogv,76,G,ST,Bee,1,NA,1,A
red,76_G_ST_Bee_1_NF.ogv,76,G,ST,Bee,1,NF,2,B
red,76_G_ST_Bee_1.ogg,76,G,ST,Bee,1,audio,3,E
red,76_NG_ST_XX_1_NA.ogv,76,NG,ST,XX,1,NA,4,C
red,76_NG_ST_XX_1_NF.ogv,76,NG,ST,XX,1,NF,5,D
red,77_G_ST_Bee_2_NA.ogv,77,G,ST,Bee,2,NA,5,A
red,77_G_ST_Bee_2_NF.ogv,77,G,ST,Bee,2,NF,1,B
red,77_G_ST_Bee_2.ogg,77,G,ST,Bee,2,audio,2,E
red,77_NG_ST_XX_2_NA.ogv,77,NG,ST,XX,2,NA,3,C
red,77_NG_ST_XX_2_NF.ogv,77,NG,ST,XX,2,NF,4,D
red,78_G_ST_Bee_3_NA.ogv,78,G,ST,Bee,3,NA,4,A
red,78_G_ST_Bee_3_NF.ogv,78,G,ST,Bee,3,NF,5,B
red,78_G_ST_Bee_3.ogg,78,G,ST,Bee,3,audio,1,E
red,78_NG_ST_XX_3_NA.ogv,78,NG,ST,XX,3,NA,2,C
red,78_NG_ST_XX_3_NF.ogv,78,NG,ST,XX,3,NF,3,D
red,79_G_ST_Bee_4_NA.ogv,79,G,ST,Bee,4,NA,3,A
red,79_G_ST_Bee_4_NF.ogv,79,G,ST,Bee,4,NF,4,B
red,79_G_ST_Bee_4.ogg,79,G,ST,Bee,4,audio,5,E
red,79_NG_ST_XX_4_NA.ogv,79,NG,ST,XX,4,NA,1,C
red,79_NG_ST_XX_4_NF.ogv,79,NG,ST,XX,4,NF,2,D
red,80_G_ST_Frog_1_NA.ogv,80,G,ST,Frog,1,NA,2,A
red,80_G_ST_Frog_1_NF.ogv,80,G,ST,Frog,1,NF,3,B
red,80_G_ST_Frog_1.ogg,80,G,ST,Frog,1,audio,4,E
red,80_NG_ST_XX_5_NA.ogv,80,NG,ST,XX,5,NA,5,C
red,80_NG_ST_XX_5_NF.ogv,80,NG,ST,XX,5,NF,1,D
red,81_G_ST_Frog_2_NA.ogv,81,G,ST,Frog,2,NA,1,A
red,81_G_ST_Frog_2_NF.ogv,81,G,ST,Frog,2,NF,2,B
red,81_G_ST_Frog_2.ogg,81,G,ST,Frog,2,audio,3,E
red,81_NG_ST_XX_6_NA.ogv,81,NG,ST,XX,6,NA,4,C
red,81_NG_ST_XX_6_NF.ogv,81,NG,ST,XX,6,NF,5,D
red,82_G_ST_Frog_3_NA.ogv,82,G,ST,Frog,3,NA,5,A
red,82_G_ST_Frog_3_NF.ogv,82,G,ST,Frog,3,NF,1,B
red,82_G_ST_Frog_3.ogg,82,G,ST,Frog,3,audio,2,E
red,82_NG_ST_XX_7_NA.ogv,82,NG,ST,XX,7,NA,3,C
red,82_NG_ST_XX_7_NF.ogv,82,NG,ST,XX,7,NF,4,D
red,83_G_ST_Frog_4_NA.ogv,83,G,ST,Frog,4,NA,4,A
red,83_G_ST_Frog_4_NF.ogv,83,G,ST,Frog,4,NF,5,B
red,83_G_ST_Frog_4.ogg,83,G,ST,Frog,4,audio,1,E
red,83_NG_ST_XX_8_NA.ogv,83,NG,ST,XX,8,NA,2,C
red,83_NG_ST_XX_8_NF.ogv,83,NG,ST,XX,8,NF,3,D
red,84_G_ST_Hood_1_NA.ogv,84,G,ST,Hood,1,NA,3,A
red,84_G_ST_Hood_1_NF.ogv,84,G,ST,Hood,1,NF,4,B
red,84_G_ST_Hood_1.ogg,84,G,ST,Hood,1,audio,5,E
red,84_NG_ST_XX_9_NA.ogv,84,NG,ST,XX,9,NA,1,C
red,84_NG_ST_XX_9_NF.ogv,84,NG,ST,XX,9,NF,2,D
red,85_G_ST_Hood_2_NA.ogv,85,G,ST,Hood,2,NA,2,A
red,85_G_ST_Hood_2_NF.ogv,85,G,ST,Hood,2,NF,3,B
red,85_G_ST_Hood_2.ogg,85,G,ST,Hood,2,audio,4,E
red,85_NG_ST_XX_10_NA.ogv,85,NG,ST,XX,10,NA,5,C
red,85_NG_ST_XX_10_NF.ogv,85,NG,ST,XX,10,NF,1,D
red,86_G_ST_Hood_3_NA.ogv,86,G,ST,Hood,3,NA,1,A
red,86_G_ST_Hood_3_NF.ogv,86,G,ST,Hood,3,NF,2,B
red,86_G_ST_Hood_3.ogg,86,G,ST,Hood,3,audio,3,E
red,86_NG_ST_XX_11_NA.ogv,86,NG,ST,XX,11,NA,4,C
red,86_NG_ST_XX_11_NF.ogv,86,NG,ST,XX,11,NF,5,D
red,87_G_ST_Hood_4_NA.ogv,87,G,ST,Hood,4,NA,5,A
red,87_G_ST_Hood_4_NF.ogv,87,G,ST,Hood,4,NF,1,B
red,87_G_ST_Hood_4.ogg,87,G,ST,Hood,4,audio,2,E
red,87_NG_ST_XX_12_NA.ogv,87,NG,ST,XX,12,NA,3,C
red,87_NG_ST_XX_12_NF.ogv,87,NG,ST,XX,12,NF,4,D
red,88_G_ST_Mother_1_NA.ogv,88,G,ST,Mother,1,NA,4,A
red,88_G_ST_Mother_1_NF.ogv,88,G,ST,Mother,1,NF,5,B
red,88_G_ST_Mother_1.ogg,88,G,ST,Mother,1,audio,1,E
red,88_NG_ST_XX_13_NA.ogv,88,NG,ST,XX,13,NA,2,C
red,88_NG_ST_XX_13_NF.ogv,88,NG,ST,XX,13,NF,3,D
red,89_G_ST_Mother_2_NA.ogv,89,G,ST,Mother,2,NA,3,A
red,89_G_ST_Mother_2_NF.ogv,89,G,ST,Mother,2,NF,4,B
red,89_G_ST_Mother_2.ogg,89,G,ST,Mother,2,audio,5,E
red,89_NG_ST_XX_14_NA.ogv,89,NG,ST,XX,14,NA,1,C
red,89_NG_ST_XX_14_NF.ogv,89,NG,ST,XX,14,NF,2,D
red,90_G_ST_Mother_3_NA.ogv,90,G,ST,Mother,3,NA,2,A
red,90_G_ST_Mother_3_NF.ogv,90,G,ST,Mother,3,NF,3,B
red,90_G_ST_Mother_3.ogg,90,G,ST,Mother,3,audio,4,E
red,90_NG_ST_XX_15_NA.ogv,90,NG,ST,XX,15,NA,5,C
red,90_NG_ST_XX_15_NF.ogv,90,NG,ST,XX,15,NF,1,D
red,91_G_ST_Mother_4_NA.ogv,91,G,ST,Mother,4,NA,1,A
red,91_G_ST_Mother_4_NF.ogv,91,G,ST,Mother,4,NF,2,B
red,91_G_ST_Mother_4.ogg,91,G,ST,Mother,4,audio,3,E
red,91_NG_ST_XX_16_NA.ogv,91,NG,ST,XX,16,NA,4,C
red,91_NG_ST_XX_16_NF.ogv,91,NG,ST,XX,16,NF,5,D
red,92_G_ST_Princess_1_NA.ogv,92,G,ST,Princess,1,NA,5,A
red,92_G_ST_Princess_1_NF.ogv,92,G,ST,Princess,1,NF,1,B
red,92_G_ST_Princess_1.ogg,92,G,ST,Princess,1,audio,2,E
red,92_NG_ST_XX_17_NA.ogv,92,NG,ST,XX,17,NA,3,C
red,92_NG_ST_XX_17_NF.ogv,92,NG,ST,XX,17,NF,4,D
red,93_G_ST_Princess_2_NA.ogv,93,G,ST,Princess,2,NA,4,A
red,93_G_ST_Princess_2_NF.ogv,93,G,ST,Princess,2,NF,5,B
red,93_G_ST_Princess_2.ogg,93,G,ST,Princess,2,audio,1,E
red,93_NG_ST_XX_18_NA.ogv,93,NG,ST,XX,18,NA,2,C
red,93_NG_ST_XX_18_NF.ogv,93,NG,ST,XX,18,NF,3,D
red,94_G_ST_Princess_3_NA.ogv,94,G,ST,Princess,3,NA,3,A
red,94_G_ST_Princess_3_NF.ogv,94,G,ST,Princess,3,NF,4,B
red,94_G_ST_Princess_3.ogg,94,G,ST,Princess,3,audio,5,E
red,94_NG_ST_XX_19_NA.ogv,94,NG,ST,XX,19,NA,1,C
red,94_NG_ST_XX_19_NF.ogv,94,NG,ST,XX,19,NF,2,D
grey,95_G_SV_Bee_1_NA.ogv,95,G,SV,Bee,1,NA,2,A
grey,95_G_SV_Bee_1_NF.ogv,95,G,SV,Bee,1,NF,3,B
grey,95_G_SV_Bee_1.ogg,95,G,SV,Bee,1,audio,4,E
grey,95_NG_SV_XX_1_NA.ogv,95,NG,SV,XX,1,NA,5,C
grey,95_NG_SV_XX_1_NF.ogv,95,NG,SV,XX,1,NF,1,D
grey,101_G_SV_Frog_3_NA.ogv,101,G,SV,Frog,3,NA,1,A
grey,96_G_SV_Bee_2_NF.ogv,96,G,SV,Bee,2,NF,2,B
grey,96_G_SV_Bee_2.ogg,96,G,SV,Bee,2,audio,3,E
grey,96_NG_SV_XX_2_NA.ogv,96,NG,SV,XX,2,NA,4,C
grey,96_NG_SV_XX_2_NF.ogv,96,NG,SV,XX,2,NF,5,D
grey,97_G_SV_Bee_3_NA.ogv,97,G,SV,Bee,3,NA,5,A
grey,97_G_SV_Bee_3_NF.ogv,97,G,SV,Bee,3,NF,1,B
grey,97_G_SV_Bee_3.ogg,97,G,SV,Bee,3,audio,2,E
grey,97_NG_SV_XX_3_NA.ogv,97,NG,SV,XX,3,NA,3,C
grey,97_NG_SV_XX_3_NF.ogv,97,NG,SV,XX,3,NF,4,D
grey,98_G_SV_Bee_4_NA.ogv,98,G,SV,Bee,4,NA,4,A
grey,98_G_SV_Bee_4_NF.ogv,98,G,SV,Bee,4,NF,5,B
grey,98_G_SV_Bee_4.ogg,98,G,SV,Bee,4,audio,1,E
grey,98_NG_SV_XX_4_NA.ogv,98,NG,SV,XX,4,NA,2,C
grey,98_NG_SV_XX_4_NF.ogv,98,NG,SV,XX,4,NF,3,D
grey,99_G_SV_Frog_1_NA.ogv,99,G,SV,Frog,1,NA,3,A
grey,99_G_SV_Frog_1_NF.ogv,99,G,SV,Frog,1,NF,4,B
grey,99_G_SV_Frog_1.ogg,99,G,SV,Frog,1,audio,5,E
grey,99_NG_SV_XX_5_NA.ogv,99,NG,SV,XX,5,NA,1,C
grey,99_NG_SV_XX_5_NF.ogv,99,NG,SV,XX,5,NF,2,D
grey,100_G_SV_Frog_2_NA.ogv,100,G,SV,Frog,2,NA,2,A
grey,100_G_SV_Frog_2_NF.ogv,100,G,SV,Frog,2,NF,3,B
grey,100_G_SV_Frog_2.ogg,100,G,SV,Frog,2,audio,4,E
grey,100_NG_SV_XX_6_NA.ogv,100,NG,SV,XX,6,NA,5,C
grey,100_NG_SV_XX_6_NF.ogv,100,NG,SV,XX,6,NF,1,D
grey,106_G_SV_Hood_4_NA.ogv,106,G,SV,Hood,4,NA,1,A
grey,101_G_SV_Frog_3_NF.ogv,101,G,SV,Frog,3,NF,2,B
grey,101_G_SV_Frog_3.ogg,101,G,SV,Frog,3,audio,3,E
grey,101_NG_SV_XX_7_NA.ogv,101,NG,SV,XX,7,NA,4,C
grey,101_NG_SV_XX_7_NF.ogv,101,NG,SV,XX,7,NF,5,D
grey,102_G_SV_Frog_4_NA.ogv,102,G,SV,Frog,4,NA,5,A
grey,102_G_SV_Frog_4_NF.ogv,102,G,SV,Frog,4,NF,1,B
grey,102_G_SV_Frog_4.ogg,102,G,SV,Frog,4,audio,2,E
grey,102_NG_SV_XX_8_NA.ogv,102,NG,SV,XX,8,NA,3,C
grey,102_NG_SV_XX_8_NF.ogv,102,NG,SV,XX,8,NF,4,D
grey,103_G_SV_Hood_1_NA.ogv,103,G,SV,Hood,1,NA,4,A
grey,103_G_SV_Hood_1_NF.ogv,103,G,SV,Hood,1,NF,5,B
grey,103_G_SV_Hood_1.ogg,103,G,SV,Hood,1,audio,1,E
grey,103_NG_SV_XX_9_NA.ogv,103,NG,SV,XX,9,NA,2,C
grey,103_NG_SV_XX_9_NF.ogv,103,NG,SV,XX,9,NF,3,D
grey,104_G_SV_Hood_2_NA.ogv,104,G,SV,Hood,2,NA,3,A
grey,104_G_SV_Hood_2_NF.ogv,104,G,SV,Hood,2,NF,4,B
grey,104_G_SV_Hood_2.ogg,104,G,SV,Hood,2,audio,5,E
grey,104_NG_SV_XX_10_NA.ogv,104,NG,SV,XX,10,NA,1,C
grey,104_NG_SV_XX_10_NF.ogv,104,NG,SV,XX,10,NF,2,D
grey,105_G_SV_Hood_3_NA.ogv,105,G,SV,Hood,3,NA,2,A
grey,105_G_SV_Hood_3_NF.ogv,105,G,SV,Hood,3,NF,3,B
grey,105_G_SV_Hood_3.ogg,105,G,SV,Hood,3,audio,4,E
grey,105_NG_SV_XX_11_NA.ogv,105,NG,SV,XX,11,NA,5,C
grey,105_NG_SV_XX_11_NF.ogv,105,NG,SV,XX,11,NF,1,D
grey,111_G_SV_Princess_1_NA.ogv,111,G,SV,Princess,1,NA,1,A
grey,106_G_SV_Hood_4_NF.ogv,106,G,SV,Hood,4,NF,2,B
grey,106_G_SV_Hood_4.ogg,106,G,SV,Hood,4,audio,3,E
grey,106_NG_SV_XX_12_NA.ogv,106,NG,SV,XX,12,NA,4,C
grey,106_NG_SV_XX_12_NF.ogv,106,NG,SV,XX,12,NF,5,D
grey,107_G_SV_Mother_1_NA.ogv,107,G,SV,Mother,1,NA,5,A
grey,107_G_SV_Mother_1_NF.ogv,107,G,SV,Mother,1,NF,1,B
grey,107_G_SV_Mother_1.ogg,107,G,SV,Mother,1,audio,2,E
grey,107_NG_SV_XX_13_NA.ogv,107,NG,SV,XX,13,NA,3,C
grey,107_NG_SV_XX_13_NF.ogv,107,NG,SV,XX,13,NF,4,D
grey,108_G_SV_Mother_2_NA.ogv,108,G,SV,Mother,2,NA,4,A
grey,108_G_SV_Mother_2_NF.ogv,108,G,SV,Mother,2,NF,5,B
grey,108_G_SV_Mother_2.ogg,108,G,SV,Mother,2,audio,1,E
grey,108_NG_SV_XX_14_NA.ogv,108,NG,SV,XX,14,NA,2,C
grey,108_NG_SV_XX_14_NF.ogv,108,NG,SV,XX,14,NF,3,D
grey,109_G_SV_Mother_3_NA.ogv,109,G,SV,Mother,3,NA,3,A
grey,109_G_SV_Mother_3_NF.ogv,109,G,SV,Mother,3,NF,4,B
grey,109_G_SV_Mother_3.ogg,109,G,SV,Mother,3,audio,5,E
grey,109_NG_SV_XX_15_NA.ogv,109,NG,SV,XX,15,NA,1,C
grey,109_NG_SV_XX_15_NF.ogv,109,NG,SV,XX,15,NF,2,D
grey,110_G_SV_Mother_4_NA.ogv,110,G,SV,Mother,4,NA,2,A
grey,110_G_SV_Mother_4_NF.ogv,110,G,SV,Mother,4,NF,3,B
grey,110_G_SV_Mother_4.ogg,110,G,SV,Mother,4,audio,4,E
grey,110_NG_SV_XX_16_NA.ogv,110,NG,SV,XX,16,NA,5,C
grey,110_NG_SV_XX_16_NF.ogv,110,NG,SV,XX,16,NF,1,D
grey,96_G_SV_Bee_2_NA.ogv,96,G,SV,Bee,2,NA,1,A
grey,111_G_SV_Princess_1_NF.ogv,111,G,SV,Princess,1,NF,2,B
grey,111_G_SV_Princess_1.ogg,111,G,SV,Princess,1,audio,3,E
grey,111_NG_SV_XX_17_NA.ogv,111,NG,SV,XX,17,NA,4,C
grey,111_NG_SV_XX_17_NF.ogv,111,NG,SV,XX,17,NF,5,D
grey,112_G_SV_Princess_2_NA.ogv,112,G,SV,Princess,2,NA,5,A
grey,112_G_SV_Princess_2_NF.ogv,112,G,SV,Princess,2,NF,1,B
grey,112_G_SV_Princess_2.ogg,112,G,SV,Princess,2,audio,2,E
grey,112_NG_SV_XX_18_NA.ogv,112,NG,SV,XX,18,NA,3,C
grey,112_NG_SV_XX_18_NF.ogv,112,NG,SV,XX,18,NF,4,D
grey,113_G_SV_Princess_3_NA.ogv,113,G,SV,Princess,3,NA,4,A
grey,113_G_SV_Princess_3_NF.ogv,113,G,SV,Princess,3,NF,5,B
grey,113_G_SV_Princess_3.ogg,113,G,SV,Princess,3,audio,1,E
grey,113_NG_SV_XX_19_NA.ogv,113,NG,SV,XX,19,NA,2,C
grey,113_NG_SV_XX_19_NF.ogv,113,NG,SV,XX,19,NF,3,D
none,114_G_TK_Bee_1_NA.ogv,114,G,TK,Bee,1,NA,3,A
none,114_G_TK_Bee_1_NF.ogv,114,G,TK,Bee,1,NF,4,B
none,114_G_TK_Bee_1.ogg,114,G,TK,Bee,1,audio,5,E
none,114_NG_TK_XX_1_NA.ogv,114,NG,TK,XX,1,NA,1,C
none,114_NG_TK_XX_1_NF.ogv,114,NG,TK,XX,1,NF,2,D
none,115_G_TK_Bee_2_NA.ogv,115,G,TK,Bee,2,NA,2,A
none,115_G_TK_Bee_2_NF.ogv,115,G,TK,Bee,2,NF,3,B
none,115_G_TK_Bee_2.ogg,115,G,TK,Bee,2,audio,4,E
none,115_NG_TK_XX_2_NA.ogv,115,NG,TK,XX,2,NA,5,C
none,115_NG_TK_XX_2_NF.ogv,115,NG,TK,XX,2,NF,1,D
none,116_G_TK_Bee_3_NA.ogv,116,G,TK,Bee,3,NA,1,A
none,116_G_TK_Bee_3_NF.ogv,116,G,TK,Bee,3,NF,2,B
none,116_G_TK_Bee_3.ogg,116,G,TK,Bee,3,audio,3,E
none,116_NG_TK_XX_3_NA.ogv,116,NG,TK,XX,3,NA,4,C
none,116_NG_TK_XX_3_NF.ogv,116,NG,TK,XX,3,NF,5,D
none,117_G_TK_Bee_4_NA.ogv,117,G,TK,Bee,4,NA,5,A
none,117_G_TK_Bee_4_NF.ogv,117,G,TK,Bee,4,NF,1,B
none,117_G_TK_Bee_4.ogg,117,G,TK,Bee,4,audio,2,E
none,117_NG_TK_XX_4_NA.ogv,117,NG,TK,XX,4,NA,3,C
none,117_NG_TK_XX_4_NF.ogv,117,NG,TK,XX,4,NF,4,D
none,118_G_TK_Frog_1_NA.ogv,118,G,TK,Frog,1,NA,4,A
none,118_G_TK_Frog_1_NF.ogv,118,G,TK,Frog,1,NF,5,B
none,118_G_TK_Frog_1.ogg,118,G,TK,Frog,1,audio,1,E
none,118_NG_TK_XX_5_NA.ogv,118,NG,TK,XX,5,NA,2,C
none,118_NG_TK_XX_5_NF.ogv,118,NG,TK,XX,5,NF,3,D
none,119_G_TK_Frog_2_NA.ogv,119,G,TK,Frog,2,NA,3,A
none,119_G_TK_Frog_2_NF.ogv,119,G,TK,Frog,2,NF,4,B
none,119_G_TK_Frog_2.ogg,119,G,TK,Frog,2,audio,5,E
none,119_NG_TK_XX_6_NA.ogv,119,NG,TK,XX,6,NA,1,C
none,119_NG_TK_XX_6_NF.ogv,119,NG,TK,XX,6,NF,2,D
none,120_G_TK_Frog_3_NA.ogv,120,G,TK,Frog,3,NA,2,A
none,120_G_TK_Frog_3_NF.ogv,120,G,TK,Frog,3,NF,3,B
none,120_G_TK_Frog_3.ogg,120,G,TK,Frog,3,audio,4,E
none,120_NG_TK_XX_7_NA.ogv,120,NG,TK,XX,7,NA,5,C
none,120_NG_TK_XX_7_NF.ogv,120,NG,TK,XX,7,NF,1,D
none,121_G_TK_Frog_4_NA.ogv,121,G,TK,Frog,4,NA,1,A
none,121_G_TK_Frog_4_NF.ogv,121,G,TK,Frog,4,NF,2,B
none,121_G_TK_Frog_4.ogg,121,G,TK,Frog,4,audio,3,E
none,121_NG_TK_XX_8_NA.ogv,121,NG,TK,XX,8,NA,4,C
none,121_NG_TK_XX_8_NF.ogv,121,NG,TK,XX,8,NF,5,D
none,122_G_TK_Hood_1_NA.ogv,122,G,TK,Hood,1,NA,5,A
none,122_G_TK_Hood_1_NF.ogv,122,G,TK,Hood,1,NF,1,B
none,122_G_TK_Hood_1.ogg,122,G,TK,Hood,1,audio,2,E
none,122_NG_TK_XX_9_NA.ogv,122,NG,TK,XX,9,NA,3,C
none,122_NG_TK_XX_9_NF.ogv,122,NG,TK,XX,9,NF,4,D
none,123_G_TK_Hood_2_NA.ogv,123,G,TK,Hood,2,NA,4,A
none,123_G_TK_Hood_2_NF.ogv,123,G,TK,Hood,2,NF,5,B
none,123_G_TK_Hood_2.ogg,123,G,TK,Hood,2,audio,1,E
none,123_NG_TK_XX_10_NA.ogv,123,NG,TK,XX,10,NA,2,C
none,123_NG_TK_XX_10_NF.ogv,123,NG,TK,XX,10,NF,3,D
none,124_G_TK_Hood_3_NA.ogv,124,G,TK,Hood,3,NA,3,A
none,124_G_TK_Hood_3_NF.ogv,124,G,TK,Hood,3,NF,4,B
none,124_G_TK_Hood_3.ogg,124,G,TK,Hood,3,audio,5,E
none,124_NG_TK_XX_11_NA.ogv,124,NG,TK,XX,11,NA,1,C
none,124_NG_TK_XX_11_NF.ogv,124,NG,TK,XX,11,NF,2,D
none,125_G_TK_Hood_4_NA.ogv,125,G,TK,Hood,4,NA,2,A
none,125_G_TK_Hood_4_NF.ogv,125,G,TK,Hood,4,NF,3,B
none,125_G_TK_Hood_4.ogg,125,G,TK,Hood,4,audio,4,E
none,125_NG_TK_XX_12_NA.ogv,125,NG,TK,XX,12,NA,5,C
none,125_NG_TK_XX_12_NF.ogv,125,NG,TK,XX,12,NF,1,D
none,126_G_TK_Mother_1_NA.ogv,126,G,TK,Mother,1,NA,1,A
none,126_G_TK_Mother_1_NF.ogv,126,G,TK,Mother,1,NF,2,B
none,126_G_TK_Mother_1.ogg,126,G,TK,Mother,1,audio,3,E
none,126_NG_TK_XX_13_NA.ogv,126,NG,TK,XX,13,NA,4,C
none,126_NG_TK_XX_13_NF.ogv,126,NG,TK,XX,13,NF,5,D
none,127_G_TK_Mother_2_NA.ogv,127,G,TK,Mother,2,NA,5,A
none,127_G_TK_Mother_2_NF.ogv,127,G,TK,Mother,2,NF,1,B
none,127_G_TK_Mother_2.ogg,127,G,TK,Mother,2,audio,2,E
none,127_NG_TK_XX_14_NA.ogv,127,NG,TK,XX,14,NA,3,C
none,127_NG_TK_XX_14_NF.ogv,127,NG,TK,XX,14,NF,4,D
none,128_G_TK_Mother_3_NA.ogv,128,G,TK,Mother,3,NA,4,A
none,128_G_TK_Mother_3_NF.ogv,128,G,TK,Mother,3,NF,5,B
none,128_G_TK_Mother_3.ogg,128,G,TK,Mother,3,audio,1,E
none,128_NG_TK_XX_15_NA.ogv,128,NG,TK,XX,15,NA,2,C
none,128_NG_TK_XX_15_NF.ogv,128,NG,TK,XX,15,NF,3,D
none,129_G_TK_Mother_4_NA.ogv,129,G,TK,Mother,4,NA,3,A
none,129_G_TK_Mother_4_NF.ogv,129,G,TK,Mother,4,NF,4,B
none,129_G_TK_Mother_4.ogg,129,G,TK,Mother,4,audio,5,E
none,129_NG_TK_XX_16_NA.ogv,129,NG,TK,XX,16,NA,1,C
none,129_NG_TK_XX_16_NF.ogv,129,NG,TK,XX,16,NF,2,D
none,130_G_TK_Princess_1_NA.ogv,130,G,TK,Princess,1,NA,2,A
none,130_G_TK_Princess_1_NF.ogv,130,G,TK,Princess,1,NF,3,B
none,130_G_TK_Princess_1.ogg,130,G,TK,Princess,1,audio,4,E
none,130_NG_TK_XX_17_NA.ogv,130,NG,TK,XX,17,NA,5,C
none,130_NG_TK_XX_17_NF.ogv,130,NG,TK,XX,17,NF,1,D
none,131_G_TK_Princess_2_NA.ogv,131,G,TK,Princess,2,NA,1,A
none,131_G_TK_Princess_2_NF.ogv,131,G,TK,Princess,2,NF,2,B
none,131_G_TK_Princess_2.ogg,131,G,TK,Princess,2,audio,3,E
none,131_NG_TK_XX_18_NA.ogv,131,NG,TK,XX,18,NA,4,C
none,131_NG_TK_XX_18_NF.ogv,131,NG,TK,XX,18,NF,5,D
orange,132_G_VS_Bee_1_NA.ogv,132,G,VS,Bee,1,NA,5,A
orange,132_G_VS_Bee_1_NF.ogv,132,G,VS,Bee,1,NF,1,B
orange,132_G_VS_Bee_1.ogg,132,G,VS,Bee,1,audio,2,E
orange,132_NG_VS_XX_1_NA.ogv,132,NG,VS,XX,1,NA,3,C
orange,132_NG_VS_XX_1_NF.ogv,132,NG,VS,XX,1,NF,4,D
orange,133_G_VS_Bee_2_NA.ogv,133,G,VS,Bee,2,NA,4,A
orange,133_G_VS_Bee_2_NF.ogv,133,G,VS,Bee,2,NF,5,B
